id,y_pred,y_score
seq_2627|1,1,0.5218144172511241
seq_1848|1,1,0.9424569132100424
seq_261|1,1,0.9488890753927258
seq_2385|1,1,0.9946764548130368
seq_612|1,1,0.9965645359974848
seq_1211|1,1,0.9839299012598725
seq_425|1,1,0.9319398173170951
seq_591|1,1,0.963114482228921
seq_3093|1,1,0.8625792903929638
seq_1133|1,1,0.5709416346768054
seq_1630|1,1,0.5271881344687724
seq_2393|1,1,0.9911385103740205
seq_1318|1,1,0.9081644080754344
seq_2824|1,1,0.8716423984452248
seq_442|1,1,0.8265438180968796
seq_934|1,1,0.9562755260784529
seq_2618|1,1,0.8773543247845201
seq_2609|1,1,0.9207997164755171
seq_1283|1,1,0.9796486696886799
seq_3108|1,1,0.8614315512115153
seq_1860|1,1,0.9854931620099388
seq_2420|1,1,0.8790943580496807
seq_459|1,0,0.3011310629387574
seq_104|1,1,0.9800895767850749
seq_1935|1,1,0.7806877107896353
seq_2508|1,1,0.7998232278652131
seq_2036|1,1,0.9930442177652198
seq_2121|1,1,0.9886573223865072
seq_1979|1,1,0.838539926005023
seq_1575|1,0,0.27605093389481317
seq_2604|1,1,0.8598376274662926
seq_1107|1,1,0.6008915976396592
seq_471|1,1,0.6947652147247606
seq_421|1,1,0.7263925138561823
seq_621|1,1,0.9577912652741732
seq_1670|1,1,0.9009761863593645
seq_1890|1,1,0.617133437232323
seq_3071|1,1,0.9848663164861617
seq_48|1,1,0.984769118983863
seq_3242|1,1,0.9904110016230847
seq_2273|1,1,0.870713714443445
seq_1682|1,1,0.9235051068400353
seq_1515|1,1,0.8950298578382547
seq_800|1,0,0.44667595636399304
seq_3070|1,1,0.9599745711714058
seq_1978|1,1,0.9885034724853364
seq_699|1,1,0.9705875353712272
seq_2875|1,1,0.6543472475410372
seq_1613|1,1,0.892787884911641
seq_215|1,0,0.24264756234537244
seq_588|1,1,0.991023828281287
seq_250|1,1,0.9815195655460307
seq_1569|1,1,0.9655811454022283
seq_2454|1,1,0.9767613121431628
seq_1508|1,1,0.9640951128389746
seq_3066|1,1,0.9746602394378246
seq_243|1,1,0.9504311938166408
seq_1674|1,0,0.2165811137187721
seq_2524|1,1,0.9159489996486281
seq_2080|1,1,0.925237836149298
seq_2885|1,1,0.9597929380484654
seq_760|1,1,0.9465453888955947
seq_839|1,1,0.9851245144244364
seq_1089|1,1,0.8798339123991488
seq_126|1,0,0.38595128976914594
seq_3095|1,1,0.9070670971446403
seq_1940|1,1,0.9169860201195795
seq_1270|1,1,0.9327459898103575
seq_2370|1,1,0.9255113130131678
seq_2149|1,1,0.7247637989135264
seq_1869|1,1,0.8963598796242527
seq_18|1,1,0.7416068447221483
seq_1655|1,1,0.7025014389582063
seq_547|1,1,0.9594435626985189
seq_3220|1,1,0.9964441195761973
seq_700|1,1,0.9761364230832419
seq_1296|1,1,0.9963503848583353
seq_2499|1,1,0.7075337546725334
seq_2126|1,1,0.9841038870055547
seq_3273|1,1,0.9797870552551357
seq_366|1,1,0.8136510326346243
seq_824|1,1,0.9654505189592895
seq_2334|1,1,0.8725767449101499
seq_2331|1,1,0.9701490693874354
seq_2419|1,1,0.9832689898007744
seq_3251|1,1,0.9679903482318483
seq_280|1,1,0.7531563360755699
seq_79|1,1,0.9112203906301841
seq_2763|1,1,0.7503072047249781
seq_1500|1,1,0.9312045530602056
seq_3259|1,1,0.9796072057393542
seq_864|1,1,0.7529256886151873
seq_567|1,1,0.5298701397599437
seq_194|1,1,0.8343976307324146
seq_3272|1,1,0.9859092724700242
seq_2143|1,1,0.8431775537286688
seq_2191|1,1,0.8189290898615067
seq_2303|1,1,0.9490932485610214
seq_1779|1,1,0.9794384300933705
seq_2190|1,1,0.7158996844620898
seq_606|1,0,0.41243298061740197
seq_2812|1,1,0.9593687996092498
seq_1675|1,1,0.6398438936661501
seq_911|1,1,0.975151158033396
seq_1709|1,0,0.3755132328307408
seq_1111|1,1,0.6550256682986698
seq_754|1,1,0.9711047354962482
seq_2410|1,1,0.9693543308745073
seq_488|1,1,0.9961446075930679
seq_3192|1,1,0.7314876177088723
seq_40|1,1,0.9591876299573864
seq_1215|1,1,0.9516535754712955
seq_513|1,1,0.9379051557336122
seq_2473|1,1,0.8130505826205435
seq_1282|1,0,0.2899365150035396
seq_262|1,1,0.9600422290735834
seq_2307|1,1,0.6911534972615782
seq_2965|1,1,0.969832103731079
seq_3105|1,1,0.963811182223164
seq_476|1,1,0.947959098834161
seq_1258|1,0,0.32610627227610883
seq_1388|1,1,0.8454915663132683
seq_1209|1,1,0.9577955980425145
seq_2018|1,1,0.9752066634168453
seq_1897|1,1,0.996131895072269
seq_402|1,1,0.9688698739937668
seq_341|1,1,0.9565131946801702
seq_1191|1,1,0.974962061038522
seq_1301|1,1,0.9191506273477952
seq_3183|1,1,0.8878664410159864
seq_2684|1,1,0.8576573731665605
seq_768|1,1,0.9281223566484484
seq_1250|1,1,0.7297407720527994
seq_897|1,1,0.9933657676077708
seq_2387|1,1,0.9433041684521434
seq_1964|1,1,0.8959456502916687
seq_2599|1,1,0.9949685333444339
seq_2892|1,1,0.9595555861121022
seq_2532|1,1,0.6096388971790236
seq_291|1,1,0.5201320788269599
seq_1825|1,1,0.980648758178454
seq_940|1,1,0.8160827711201789
seq_347|1,1,0.9552526236121888
seq_370|1,1,0.9195344466084923
seq_1441|1,1,0.9700489708549319
seq_1069|1,1,0.7576743284545575
seq_2534|1,1,0.9773377130543187
seq_3104|1,1,0.9386014896374391
seq_2719|1,1,0.9865035694107775
seq_2724|1,1,0.9757291785236027
seq_1516|1,1,0.99588118840744
seq_2054|1,1,0.8869852707555201
seq_393|1,1,0.9729574483876811
seq_2472|1,1,0.9818033376160881
seq_1124|1,1,0.9537364390188299
seq_1881|1,1,0.9866756923665166
seq_910|1,1,0.7584477688684683
seq_1555|1,1,0.8875024937887096
seq_1582|1,1,0.9961534991376189
seq_3078|1,1,0.9835423254838245
seq_1875|1,1,0.9842478968937812
seq_3134|1,1,0.5439410943879944
seq_1152|1,1,0.8831919824903754
seq_460|1,1,0.930513503520508
seq_2230|1,0,0.29927189784848235
seq_2104|1,1,0.9922204000450565
seq_1081|1,1,0.9881084989871575
seq_2435|1,1,0.9756301481908362
seq_16|1,1,0.9282747310685057
seq_2277|1,1,0.9870410666791037
seq_2595|1,1,0.9715062141762577
seq_2664|1,1,0.9731525114975869
seq_1031|1,1,0.9882724227244102
seq_2210|1,1,0.9737064188393189
seq_2531|1,1,0.9863862831596069
seq_1728|1,1,0.8153200656438877
seq_879|1,1,0.8548805347955134
seq_1843|1,1,0.9655705448436835
seq_1712|1,1,0.925386571927026
seq_3218|1,1,0.9826134007244596
seq_1646|1,1,0.9859726724997749
seq_651|1,1,0.6476435651492906
seq_1416|1,1,0.9893238928637405
seq_529|1,1,0.9935194298234428
seq_2685|1,1,0.9675481844416487
seq_586|1,1,0.9872995766121049
seq_1071|1,1,0.9686445420512189
seq_2791|1,1,0.9471030118786519
seq_1103|1,1,0.951900906592649
seq_1507|1,1,0.9881141942312026
seq_1736|1,1,0.9769851361452329
seq_2701|1,1,0.8395978648071177
seq_1094|1,1,0.9900538922555622
seq_507|1,1,0.9682117474815366
seq_2839|1,1,0.9971638156277628
seq_3229|1,1,0.9971407291601997
seq_1022|1,1,0.9207700850529402
seq_2996|1,0,0.4994590059082269
seq_81|1,1,0.9873632097878817
seq_2281|1,1,0.9735166172905088
seq_765|1,1,0.9514996988206049
seq_827|1,1,0.9506822793077913
seq_2830|1,1,0.965715133556422
seq_426|1,1,0.9199100293284868
seq_3155|1,1,0.98668119127633
seq_1000|1,1,0.9723147680617731
seq_1583|1,1,0.9694408259331874
seq_2084|1,1,0.9201386600510933
seq_2110|1,1,0.9766836490512512
seq_2653|1,1,0.9903802947474653
seq_128|1,1,0.9816446271138151
seq_2040|1,1,0.9851283630300571
seq_1260|1,1,0.8814250223145155
seq_3173|1,1,0.9778516454000252
seq_1933|1,1,0.9464861190148353
seq_1677|1,1,0.8455086219099323
seq_2388|1,1,0.9711455432100169
seq_3292|1,1,0.9053864354253431
seq_2242|1,1,0.9939150764643201
seq_1379|1,1,0.9921997985941502
seq_1880|1,1,0.8624268666648464
seq_2364|1,1,0.9861183168932776
seq_2462|1,0,0.2618327942609984
seq_2317|1,1,0.7432111320812981
seq_1106|1,1,0.9785027061208096
seq_120|1,1,0.7195022902639482
seq_650|1,1,0.94104368901716
seq_2911|1,1,0.5890830044232122
seq_1051|1,1,0.8639308666090803
seq_59|1,1,0.9769107216333979
seq_2601|1,1,0.9841188641719792
seq_2674|1,1,0.9508645833442522
seq_1586|1,1,0.9849789438469055
seq_2756|1,1,0.9960531044906956
seq_1290|1,1,0.8220672413255872
seq_562|1,1,0.9756608663553309
seq_1551|1,1,0.9084189880423607
seq_1518|1,1,0.9029585362472399
seq_310|1,1,0.9604164384370548
seq_767|1,1,0.9099427432250211
seq_2092|1,0,0.44425726753128597
seq_2017|1,1,0.9666096959603693
seq_2208|1,1,0.6151548715523124
seq_2994|1,1,0.7165111760133261
seq_3130|1,1,0.9248483271351383
seq_1986|1,1,0.9179302477057807
seq_61|1,1,0.9523153373819622
seq_1186|1,1,0.8328057145953758
seq_1016|1,1,0.8897101998037408
seq_2125|1,1,0.9867297570430911
seq_2082|1,1,0.8890738347360025
seq_1572|1,1,0.8861346513288727
seq_2735|1,1,0.9897128017073351
seq_1576|1,1,0.6325001107644715
seq_322|1,1,0.9262627618360295
seq_795|1,1,0.9763258489895893
seq_1605|1,1,0.9787944623074738
seq_1915|1,1,0.9899190909690677
seq_1802|1,1,0.9794727121070974
seq_2529|1,1,0.9839124778865801
seq_766|1,1,0.558091971898431
seq_3082|1,1,0.9511374939967362
seq_2637|1,1,0.9369097408202457
seq_1906|1,1,0.992961069522836
seq_777|1,1,0.9860548539904793
seq_861|1,1,0.8458002625715484
seq_2837|1,1,0.8657609852576906
seq_2802|1,1,0.9118240836626635
seq_2342|1,1,0.9822545422422463
seq_3085|1,1,0.9989550047320094
seq_155|1,1,0.7154451717248026
